Features,Accuracy
"['vwap_pc', 'gap_side_by_side']",24.453077080351665
"['vwap_pc', 'gravestone_doji']",24.596197096708238
"['vwap_pc', 'hammer']",26.55898589245553
"['vwap_pc', 'hanging_man']",24.902882846043752
"['vwap_pc', 'harami']",24.41218564710693
"['vwap_pc', 'harami_cross']",46.14598241668371
"['vwap_pc', 'high_wave']",44.714782253117974
"['vwap_pc', 'hikkake']",25.536700061337147
"['vwap_pc', 'homing_pigeon']",24.534859946841138
"['vwap_pc', 'identical_three_crows']",46.75935391535474
"['vwap_pc', 'in_neck']",48.06787977918626
"['vwap_pc', 'inverted_hammer']",24.882437129421387
"['vwap_pc', 'kicking']",0.0
"['vwap_pc', 'kicking_by_length']",47.4136168472705
"['vwap_pc', 'ladder_bottom']",24.4939685135964
"['vwap_pc', 'long_leader']",24.4939685135964
"['vwap_pc', 'long_line']",44.244530770803514
"['vwap_pc', 'marubozu']",24.4939685135964
"['vwap_pc', 'matching_low']",25.495808628092416
"['vwap_pc', 'mat_hold']",28.255980372112045
"['vwap_pc', 'morning_doji_star']",24.555305663463503
"['vwap_pc', 'morning_star']",24.575751380085872
"['vwap_pc', 'on_neck']",24.555305663463503
"['vwap_pc', 'piercing']",24.51441423021877
"['vwap_pc', 'rickshaw_man']",28.726231854426498
"['vwap_pc', 'rise_fall_three_methods']",24.4939685135964
"['vwap_pc', 'separating_lines']",46.86158249846657
"['vwap_pc', 'shooting_star']",24.616642813330607
"['vwap_pc', 'short_line']",34.32835820895522
"['vwap_pc', 'spinning_top']",42.56798200776937
"['vwap_pc', 'stalled_pattern']",24.67797996319771
"['vwap_pc', 'stick_sandwich']",24.51441423021877
"['vwap_pc', 'takuri']",27.131465957881822
"['vwap_pc', 'tasuki_gap']",46.86158249846657
"['vwap_pc', 'thrusting']",24.4939685135964
"['vwap_pc', 'tristar']",46.80024534859947
"['vwap_pc', 'unique_3_river']",24.51441423021877
"['vwap_pc', 'upside_gap_2_crows']",24.51441423021877
"['vwap_pc', 'side_gap_3_methods']",46.80024534859947
"['vwap_pc', 'ad']",39.97137599672869
"['vwap_pc', 'adosc']",38.601512983030055
"['vwap_pc', 'obv']",40.56430177877735
"['vwap_pc', 'adx']",37.00674708648538
"['vwap_pc', 'ht_trendline']",41.56614189327336
"['vwap_pc', 'kama']",36.72050705377223
